version,stock,entry_date,exit_date,entry_price,exit_price,shares,capital,pnl_rs,pnl_pct,exit_reason,trail_activated,weeks_held,mansfield_rs_at_entry,rs_rising_at_entry,vol_ratio_at_entry
v2,UNITDSPR,2017-11-13,2018-01-08,637.11,761.85,62,40000,7733.88,19.58,Trailing Stop,True,8,18.91,True,0.97
v2,SOLARINDS,2017-11-13,2018-01-15,1160.45,1137.45,34,40000,-782.0,-1.98,Structure Break,False,9,47.03,True,0.72
v2,UNOMINDA,2017-11-13,2017-12-04,174.62,186.86,229,40000,2802.57,7.01,Trailing Stop,True,3,143.9,True,2.03
v2,COFORGE,2017-11-20,2018-01-29,131.79,158.0,303,40000,7941.63,19.89,Trailing Stop,True,10,32.73,True,0.53
v2,TRENT,2017-11-20,2018-01-29,343.15,314.6,116,40000,-3311.8,-8.32,Structure Break,False,10,42.26,True,1.9
v2,PRESTIGE,2017-11-20,2017-12-04,316.4,308.55,126,40000,-989.1,-2.48,Trailing Stop,True,2,41.66,True,1.9
v2,TATACONSUM,2017-11-20,2018-01-15,275.34,304.63,145,40000,4247.38,10.64,Trailing Stop,True,8,78.35,True,1.58
v2,TATAELXSI,2017-11-20,2018-01-29,951.4,993.05,42,40000,1749.3,4.38,Structure Break,True,10,24.32,True,1.89
v2,JSWENERGY,2017-11-20,2018-01-15,84.2,91.7,475,40000,3562.5,8.91,Trailing Stop,True,8,9.01,True,0.59
v2,TITAN,2017-11-20,2018-01-29,829.3,822.2,48,40000,-340.8,-0.86,Structure Break,True,10,82.41,True,1.57
v2,VOLTAS,2017-11-20,2018-01-08,623.55,633.95,64,40000,665.6,1.67,Trailing Stop,True,7,40.58,True,0.91
v2,HAVELLS,2017-11-20,2018-01-15,519.5,547.6,76,40000,2135.6,5.41,Trailing Stop,True,8,9.21,True,0.66
v2,JUBLFOOD,2017-11-20,2017-12-04,180.33,166.11,221,40000,-3142.62,-7.89,Structure Break,False,2,52.49,True,0.5
v2,BIOCON,2017-11-27,2018-03-05,223.62,297.58,178,40000,13163.1,33.07,Trailing Stop,True,14,24.89,True,1.7
v2,PIDILITIND,2017-11-27,2017-12-11,427.73,431.45,93,40000,346.43,0.87,Trailing Stop,True,2,6.32,True,1.15
v2,MARUTI,2017-12-04,2018-01-01,9042.25,9433.85,4,40000,1566.4,4.33,Trailing Stop,True,4,43.65,True,1.38
v2,MOTHERSON,2017-12-04,2018-01-22,82.45,81.97,485,40000,-230.93,-0.58,Structure Break,True,7,51.22,True,1.62
v2,BHARTIARTL,2017-12-04,2018-01-15,473.21,448.65,84,40000,-2062.6,-5.19,Structure Break,False,6,35.98,True,0.72
v2,DLF,2017-12-04,2018-01-15,238.4,249.3,167,40000,1820.3,4.57,Trailing Stop,True,6,61.09,True,0.98
v2,MOTILALOFS,2017-12-11,2018-01-15,350.85,354.93,114,40000,464.55,1.16,Structure Break,True,5,122.95,True,1.37
v2,OFSS,2017-12-11,2018-02-05,3909.7,4069.15,10,40000,1594.5,4.08,Trailing Stop,True,8,0.77,True,1.2
v2,ADANIPORTS,2017-12-11,2018-01-29,401.35,417.95,99,40000,1643.4,4.14,Trailing Stop,True,7,18.91,True,1.32
v2,CONCOR,2017-12-18,2018-01-29,436.13,428.06,91,40000,-733.82,-1.85,Structure Break,True,6,15.54,True,0.67
v2,PAGEIND,2017-12-18,2018-01-01,24668.3,24454.85,1,40000,-213.45,-0.87,Trailing Stop,True,2,46.56,True,2.18
v2,BPCL,2017-12-18,2018-01-01,267.58,243.85,149,40000,-3535.03,-8.87,Structure Break,False,2,1.73,True,1.04
v2,JINDALSTEL,2017-12-18,2018-01-29,184.6,250.55,216,40000,14245.2,35.73,Trailing Stop,True,6,111.08,True,1.27
v2,MANAPPURAM,2017-12-18,2018-01-15,116.8,119.65,342,40000,974.7,2.44,Trailing Stop,True,4,23.31,True,3.15
v2,MUTHOOTFIN,2017-12-18,2018-01-15,463.4,434.25,86,40000,-2506.9,-6.29,Structure Break,False,4,20.86,True,1.28
v2,VBL,2017-12-26,2018-01-08,38.74,40.23,1032,40000,1536.34,3.84,Trailing Stop,True,2,23.43,True,2.8
v2,SHREECEM,2018-01-01,2018-01-29,18964.5,17038.4,2,40000,-3852.2,-10.16,Structure Break,False,4,3.59,True,0.88
v2,JUBLFOOD,2018-01-01,2018-01-29,190.44,200.62,210,40000,2138.85,5.35,Trailing Stop,True,4,75.2,True,1.17
v2,CHOLAFIN,2018-01-01,2018-01-29,261.62,254.91,152,40000,-1019.92,-2.56,Structure Break,False,4,21.93,True,0.77
v2,MARICO,2018-01-01,2018-02-05,326.95,297.2,122,40000,-3629.5,-9.1,Structure Break,False,5,0.51,True,1.15
v2,LT,2018-01-01,2018-02-05,1314.9,1329.25,30,40000,430.5,1.09,Trailing Stop,True,5,11.75,True,1.1
v2,HINDUNILVR,2018-01-08,2018-02-05,1352.71,1312.4,29,40000,-1169.15,-2.98,Structure Break,False,4,30.12,True,0.81
v2,SHRIRAMFIN,2018-01-08,2018-01-15,294.21,278.25,135,40000,-2154.43,-5.42,Structure Break,False,1,40.47,True,0.74
v2,GODREJPROP,2018-01-08,2018-03-05,834.75,741.9,47,40000,-4363.95,-11.12,Structure Break,False,8,112.46,True,2.4
v2,CGPOWER,2018-01-08,2018-01-29,97.9,86.0,408,40000,-4855.2,-12.16,Structure Break,False,3,26.96,True,2.09
v2,YESBANK,2018-01-15,2018-01-29,349.35,349.05,114,40000,-34.2,-0.09,Trailing Stop,True,2,13.49,True,1.68
v2,DIVISLAB,2018-01-22,2018-05-14,1120.3,1156.55,35,40000,1268.75,3.24,Trailing Stop,True,16,13.14,True,1.38
v2,AXISBANK,2018-01-22,2018-03-05,616.1,505.35,64,40000,-7088.0,-17.98,Structure Break,False,6,0.8,True,1.63
v2,MPHASIS,2018-01-22,2018-02-12,823.8,862.8,48,40000,1872.0,4.73,Trailing Stop,True,3,16.38,True,1.64
v2,GODREJCP,2018-01-22,2018-05-07,716.67,719.47,55,40000,154.0,0.39,Trailing Stop,True,15,5.18,True,1.56
v2,ABB,2018-01-22,2018-02-12,1488.42,1358.67,26,40000,-3373.59,-8.72,Structure Break,False,3,18.32,True,1.52
v2,LTM,2018-02-12,2018-03-05,1472.45,1353.65,27,40000,-3207.6,-8.07,Structure Break,False,3,77.1,True,2.11
v2,PRESTIGE,2018-02-12,2018-03-19,323.2,279.3,123,40000,-5399.7,-13.58,Structure Break,False,5,66.95,True,0.75
v2,INFY,2018-02-19,2018-03-26,577.83,565.9,69,40000,-822.83,-2.06,Structure Break,False,5,2.86,True,1.16
v2,PERSISTENT,2018-02-19,2018-03-19,410.9,391.48,97,40000,-1884.22,-4.73,Structure Break,False,4,14.45,True,1.29
v2,TECHM,2018-02-19,2018-04-23,621.45,670.5,64,40000,3139.2,7.89,Trailing Stop,True,9,7.77,True,1.32
v2,VOLTAS,2018-02-26,2018-04-30,619.0,614.65,64,40000,-278.4,-0.7,Structure Break,True,9,50.14,True,1.63
v2,COFORGE,2018-02-26,2018-03-19,174.28,178.76,229,40000,1025.92,2.57,Trailing Stop,True,3,72.5,True,0.98
v2,RELIANCE,2018-02-26,2018-03-26,426.45,396.91,93,40000,-2747.41,-6.93,Structure Break,False,4,54.82,True,1.39
v2,INDIGO,2018-02-26,2018-04-23,1332.15,1407.8,30,40000,2269.5,5.68,Trailing Stop,True,8,33.84,True,1.23
v2,TATAELXSI,2018-02-26,2018-03-19,1044.55,965.9,38,40000,-2988.7,-7.53,Structure Break,False,3,17.76,True,0.93
v2,BLUESTARCO,2018-03-05,2018-05-14,398.8,368.52,100,40000,-3027.5,-7.59,Structure Break,False,10,21.48,True,3.75
v2,SHRIRAMFIN,2018-03-12,2018-05-07,281.72,289.85,141,40000,1145.7,2.88,Structure Break,True,8,35.79,True,1.92
v2,TRENT,2018-03-12,2018-04-09,350.9,350.45,113,40000,-50.85,-0.13,Trailing Stop,True,4,24.74,True,1.19
v2,DALBHARAT,2018-03-12,2018-04-30,1308.1,1340.05,30,40000,958.5,2.44,Trailing Stop,True,7,24.61,True,1.78
v2,TITAN,2018-03-19,2018-04-16,895.05,956.55,44,40000,2706.0,6.87,Trailing Stop,True,4,81.09,True,1.31
v2,JUBLFOOD,2018-03-19,2018-05-07,227.71,247.79,175,40000,3514.0,8.82,Trailing Stop,True,7,91.89,True,1.67
v2,SRF,2018-03-19,2018-05-07,383.42,449.34,104,40000,6855.68,17.19,Trailing Stop,True,7,8.42,True,1.18
v2,BRITANNIA,2018-03-26,2018-09-03,2485.3,3114.55,16,40000,10068.0,25.32,Structure Break,True,23,40.63,True,0.93
v2,VBL,2018-03-26,2018-04-16,37.33,37.74,1071,40000,441.47,1.1,Trailing Stop,True,3,55.4,True,0.21
v2,PNBHOUSING,2018-03-26,2018-05-07,1070.08,1077.2,37,40000,263.45,0.67,Structure Break,True,6,18.47,True,1.33
v2,MANAPPURAM,2018-03-26,2018-05-07,109.05,122.45,366,40000,4904.4,12.29,Trailing Stop,True,6,6.45,True,0.38
v2,SOLARINDS,2018-03-26,2018-06-25,1068.55,1128.1,37,40000,2203.35,5.57,Trailing Stop,True,13,30.99,True,0.17
v2,GAIL,2018-04-02,2018-05-21,111.42,106.38,359,40000,-1806.97,-4.52,Structure Break,False,7,5.33,True,0.6
v2,MARUTI,2018-04-02,2018-04-23,9206.2,8783.35,4,40000,-1691.4,-4.59,Structure Break,False,3,31.81,True,0.8
v2,UNITDSPR,2018-04-02,2018-05-07,664.44,647.96,60,40000,-988.8,-2.48,Structure Break,True,5,33.55,True,0.83
v2,INDHOTEL,2018-04-02,2018-04-30,131.41,136.98,304,40000,1694.62,4.24,Trailing Stop,True,4,4.4,True,1.11
v2,NESTLEIND,2018-04-02,2018-09-03,417.35,522.33,95,40000,9973.1,25.15,Structure Break,True,22,18.94,True,0.76
v2,CHOLAFIN,2018-04-02,2018-04-30,304.81,328.53,131,40000,3107.32,7.78,Trailing Stop,True,4,40.33,True,1.0
v2,PAGEIND,2018-04-02,2018-04-16,23954.3,24321.95,1,40000,367.65,1.53,Trailing Stop,True,2,44.29,True,1.2
v2,HINDUNILVR,2018-04-09,2018-07-16,1388.69,1630.19,28,40000,6761.98,17.39,Trailing Stop,True,14,36.17,True,0.74
v2,KEI,2018-04-09,2018-06-04,456.7,430.25,87,40000,-2301.15,-5.79,Trailing Stop,True,8,126.79,True,2.03
v2,JINDALSTEL,2018-04-09,2018-04-30,251.15,240.65,159,40000,-1669.5,-4.18,Structure Break,False,3,82.26,True,0.82
v2,M_M,2018-04-09,2018-05-14,789.6,836.0,50,40000,2320.0,5.88,Trailing Stop,True,5,7.57,True,0.81
v2,MM,2018-04-09,2018-05-14,789.6,836.0,50,40000,2320.0,5.88,Trailing Stop,True,5,7.57,True,0.81
v2,BHARATFORG,2018-04-16,2018-05-07,762.95,725.6,52,40000,-1942.2,-4.9,Structure Break,False,3,27.15,True,0.69
v2,SAIL,2018-04-16,2018-04-30,79.7,72.35,501,40000,-3682.35,-9.22,Structure Break,False,2,12.91,True,0.86
v2,TCS,2018-04-16,2018-05-28,1701.22,1732.45,23,40000,718.18,1.84,Trailing Stop,True,6,21.5,True,1.63
v2,ASHOKLEY,2018-04-16,2018-05-14,77.78,74.2,514,40000,-1837.55,-4.6,Structure Break,True,4,59.76,True,0.9
v2,PIDILITIND,2018-04-16,2018-06-04,531.17,535.17,75,40000,300.0,0.75,Trailing Stop,True,7,31.95,True,1.35
v2,PERSISTENT,2018-04-23,2018-05-28,387.67,393.88,103,40000,638.6,1.6,Trailing Stop,True,5,17.12,True,2.46
v2,KOTAKBANK,2018-04-30,2018-07-16,246.69,266.66,162,40000,3235.14,8.1,Trailing Stop,True,11,20.86,True,1.86
v2,ASIANPAINT,2018-05-07,2018-08-27,1286.45,1372.45,31,40000,2666.0,6.69,Structure Break,True,16,1.89,True,2.55
v2,LTM,2018-05-21,2018-07-16,1697.45,1750.95,23,40000,1230.5,3.15,Trailing Stop,True,8,102.7,True,0.95
v2,BAJAJFINSV,2018-05-21,2018-08-27,607.17,674.78,65,40000,4394.65,11.14,Structure Break,True,14,20.04,True,1.68
v2,HDFCBANK,2018-05-28,2018-07-30,527.65,530.41,75,40000,207.19,0.52,Trailing Stop,True,9,19.55,True,2.77
v2,VBL,2018-05-28,2018-07-16,45.74,41.63,874,40000,-3589.75,-8.98,Structure Break,False,7,38.96,True,2.58
v2,TATACONSUM,2018-06-11,2018-07-16,268.87,235.72,148,40000,-4905.49,-12.33,Structure Break,False,5,64.32,True,0.77
v2,SUNPHARMA,2018-06-18,2018-09-17,577.25,634.9,69,40000,3977.85,9.99,Trailing Stop,True,13,0.02,True,0.98
v2,PAGEIND,2018-06-18,2018-09-03,26996.05,33304.35,1,40000,6308.3,23.37,Trailing Stop,True,11,68.62,True,1.75
v2,TATAELXSI,2018-06-18,2018-08-06,1318.55,1395.55,30,40000,2310.0,5.84,Trailing Stop,True,7,73.45,True,0.83
v2,BAJAJHLDNG,2018-06-18,2019-01-21,3168.6,2861.8,12,40000,-3681.6,-9.68,Structure Break,False,31,34.79,True,1.77
v2,JUBLFOOD,2018-06-18,2018-07-23,278.91,283.03,143,40000,589.16,1.48,Trailing Stop,True,5,167.28,True,0.78
v2,GODREJCP,2018-07-02,2018-09-03,833.33,894.13,48,40000,2918.4,7.3,Trailing Stop,True,9,19.0,True,0.52
v2,YESBANK,2018-07-02,2018-07-23,352.6,370.0,113,40000,1966.2,4.93,Trailing Stop,True,3,8.7,True,0.97
v2,GAIL,2018-07-09,2018-08-06,118.95,120.98,336,40000,683.2,1.71,Trailing Stop,True,4,16.74,True,1.0
v2,HCLTECH,2018-07-09,2018-10-08,491.55,492.58,81,40000,83.03,0.21,Structure Break,True,13,0.28,True,2.36
v2,TCS,2018-07-09,2018-10-01,1977.6,2102.65,20,40000,2501.0,6.32,Trailing Stop,True,12,45.53,True,2.88
v2,ADANIENT,2018-07-23,2018-09-10,127.15,146.07,314,40000,5941.22,14.88,Trailing Stop,True,7,45.48,True,5.11
v2,LTF,2018-07-23,2018-09-03,164.58,156.4,243,40000,-1988.96,-4.97,Structure Break,False,6,2.33,True,4.45
v2,VOLTAS,2018-07-23,2018-09-03,574.2,599.35,69,40000,1735.35,4.38,Structure Break,True,6,5.48,True,0.99
v2,HAVELLS,2018-07-23,2018-09-03,625.05,673.55,63,40000,3055.5,7.76,Trailing Stop,True,6,14.21,True,4.18
v2,SAMMAANCAP,2018-07-30,2018-09-03,1228.65,1081.7,32,40000,-4702.32,-11.96,Structure Break,False,5,6.75,True,1.21
v2,NAUKRI,2018-08-06,2018-09-17,297.28,306.22,134,40000,1197.96,3.01,Trailing Stop,True,6,27.54,True,0.67
v2,CROMPTON,2018-08-06,2018-09-03,265.95,220.2,150,40000,-6862.5,-17.2,Structure Break,False,4,12.76,True,1.56
v2,SRF,2018-08-06,2018-09-17,380.82,386.47,105,40000,593.25,1.48,Trailing Stop,True,6,9.28,True,1.9
v2,M_M,2018-08-13,2018-09-24,961.5,860.95,41,40000,-4122.55,-10.46,Structure Break,False,6,20.59,True,0.9
v2,COFORGE,2018-08-13,2018-09-10,266.25,266.82,150,40000,85.5,0.21,Trailing Stop,True,4,124.41,True,0.64
v2,DABUR,2018-08-13,2018-09-17,456.2,455.7,87,40000,-43.5,-0.11,Trailing Stop,True,5,28.27,True,0.79
v2,MM,2018-08-13,2018-09-24,961.5,860.95,41,40000,-4122.55,-10.46,Structure Break,False,6,20.59,True,0.9
v2,AXISBANK,2018-08-13,2018-09-17,627.3,599.2,63,40000,-1770.3,-4.48,Structure Break,True,5,6.32,True,1.45
v2,RBLBANK,2018-08-20,2018-09-17,609.7,564.6,65,40000,-2931.5,-7.4,Structure Break,False,4,3.11,True,1.41
v2,MARICO,2018-08-20,2018-09-03,378.7,357.45,105,40000,-2231.25,-5.61,Structure Break,False,2,1.54,True,1.21
v2,AUBANK,2018-08-27,2018-09-17,367.55,322.48,108,40000,-4868.1,-12.26,Structure Break,False,3,12.86,True,1.04
v2,GMRAIRPORT,2018-08-27,2018-09-10,19.07,16.72,2096,40000,-4926.57,-12.32,Structure Break,False,2,13.17,True,1.15
v2,ADANIENSOL,2018-08-27,2018-09-24,228.9,160.4,174,40000,-11919.0,-29.93,Structure Break,False,4,76.45,True,8.49
v2,KEI,2018-08-27,2018-09-17,418.6,360.8,95,40000,-5491.0,-13.81,Structure Break,False,3,66.19,True,0.75
v2,OFSS,2018-08-27,2018-10-15,4160.2,3807.2,9,40000,-3177.0,-8.49,Structure Break,False,7,0.05,True,4.51
v2,BIOCON,2018-08-27,2018-10-01,312.0,305.98,128,40000,-771.2,-1.93,Structure Break,True,5,52.33,True,0.87
v2,LT,2018-08-27,2018-09-24,1369.55,1272.1,29,40000,-2826.05,-7.12,Structure Break,False,4,0.59,True,0.97
v2,DLF,2018-08-27,2018-09-24,220.8,162.55,181,40000,-10543.25,-26.38,Structure Break,False,4,18.01,True,1.41
v2,DRREDDY,2018-09-03,2018-10-01,526.5,478.91,75,40000,-3569.25,-9.04,Structure Break,False,4,12.74,True,1.69
v2,WIPRO,2018-09-17,2018-11-19,125.7,115.16,318,40000,-3350.93,-8.38,Structure Break,False,9,1.21,True,0.8
v2,LTM,2018-09-24,2018-10-22,1917.0,1656.45,20,40000,-5211.0,-13.59,Structure Break,False,4,124.5,True,0.83
v2,APOLLOHOSP,2018-10-08,2018-12-03,1132.0,1209.0,35,40000,2695.0,6.8,Trailing Stop,True,8,4.1,True,0.52
v2,ADANIENT,2018-10-08,2018-11-05,139.52,161.3,286,40000,6227.64,15.61,Trailing Stop,True,4,95.35,True,0.44
v2,VBL,2018-10-15,2018-11-19,46.03,45.55,868,40000,-414.43,-1.04,Trailing Stop,True,5,44.42,True,0.12
v2,ADANIPOWER,2018-10-29,2018-12-03,9.86,10.51,4056,40000,2636.4,6.59,Trailing Stop,True,5,58.07,True,2.48
v2,UNITDSPR,2018-10-29,2018-11-19,616.0,626.8,64,40000,691.2,1.75,Trailing Stop,True,3,21.74,True,2.29
v2,LT,2018-10-29,2018-12-31,1357.5,1388.05,29,40000,885.95,2.25,Trailing Stop,True,9,14.86,True,1.44
v2,ASTRAL,2018-10-29,2019-01-14,457.27,494.6,87,40000,3247.49,8.16,Trailing Stop,True,11,34.82,True,2.25
v2,DIVISLAB,2018-10-29,2018-11-26,1499.25,1439.35,26,40000,-1557.4,-4.0,Structure Break,True,4,65.52,True,2.42
v2,MARICO,2018-10-29,2019-01-21,338.05,369.9,118,40000,3758.3,9.42,Trailing Stop,True,12,2.74,True,1.74
v2,TATAELXSI,2018-10-29,2019-01-07,1047.3,961.95,38,40000,-3243.3,-8.15,Structure Break,False,10,17.0,True,1.03
v2,RBLBANK,2018-11-05,2019-02-11,551.65,548.55,72,40000,-223.2,-0.56,Trailing Stop,True,14,1.5,True,0.44
v2,PIDILITIND,2018-11-05,2018-12-24,521.0,550.98,76,40000,2278.1,5.75,Structure Break,True,7,24.71,True,0.8
v2,GLENMARK,2018-11-05,2018-12-31,676.15,664.25,59,40000,-702.1,-1.76,Trailing Stop,True,8,6.5,True,1.05
v2,NESTLEIND,2018-11-12,2018-12-31,534.36,542.56,74,40000,606.61,1.53,Trailing Stop,True,7,44.03,True,0.98
v2,BRITANNIA,2018-11-19,2018-12-03,3004.35,3005.35,13,40000,13.0,0.03,Trailing Stop,True,2,28.08,True,0.77
v2,COLPAL,2018-11-26,2019-01-21,1219.65,1288.3,32,40000,2196.8,5.63,Structure Break,True,8,11.33,True,2.17
v2,INDHOTEL,2018-11-26,2018-12-31,139.84,138.63,286,40000,-346.58,-0.87,Trailing Stop,True,5,22.28,True,1.03
v2,HDFCBANK,2018-11-26,2019-05-06,532.11,574.12,75,40000,3150.94,7.9,Trailing Stop,True,23,10.86,True,1.36
v2,DRREDDY,2018-11-26,2019-02-11,544.44,512.67,73,40000,-2319.21,-5.84,Structure Break,False,11,10.03,True,1.31
v2,BAJAJFINSV,2018-11-26,2019-01-14,599.44,624.99,66,40000,1686.63,4.26,Trailing Stop,True,7,13.15,True,0.91
v2,BAJFINANCE,2018-11-26,2019-01-07,253.77,251.42,157,40000,-368.95,-0.93,Trailing Stop,True,6,38.01,True,0.65
v2,KOTAKBANK,2018-11-26,2018-12-17,246.79,245.44,162,40000,-218.7,-0.55,Trailing Stop,True,3,17.88,True,1.14
v2,GODREJCP,2018-12-10,2019-01-07,827.2,778.95,48,40000,-2316.0,-5.83,Structure Break,False,4,22.67,True,1.07
v2,DMART,2018-12-17,2019-01-14,1648.1,1383.05,24,40000,-6361.2,-16.08,Structure Break,False,4,39.2,True,1.88
v2,IEX,2018-12-17,2019-04-08,56.57,51.75,707,40000,-3405.38,-8.52,Structure Break,False,16,4.37,True,1.32
v2,TIINDIA,2018-12-24,2019-03-18,341.75,360.8,117,40000,2228.85,5.57,Trailing Stop,True,12,24.63,True,0.62
v2,TRENT,2018-12-24,2019-02-11,361.4,333.1,110,40000,-3113.0,-7.83,Structure Break,False,7,1.8,True,1.0
v2,ICICIBANK,2018-12-31,2019-01-21,365.2,357.2,109,40000,-872.0,-2.19,Trailing Stop,True,3,16.04,True,0.68
v2,VBL,2018-12-31,2019-02-11,47.88,44.95,835,40000,-2453.94,-6.14,Trailing Stop,True,6,53.69,True,0.87
v2,UPL,2019-01-07,2019-04-08,500.98,592.01,79,40000,7191.07,18.17,Trailing Stop,True,13,4.09,True,0.92
v2,MUTHOOTFIN,2019-01-07,2019-01-28,537.95,492.55,74,40000,-3359.6,-8.44,Structure Break,False,3,12.84,True,1.07
v2,GODREJPROP,2019-01-07,2019-02-11,729.1,711.05,54,40000,-974.7,-2.48,Trailing Stop,True,5,1.14,True,1.64
v2,INFY,2019-01-14,2019-02-18,730.95,734.95,54,40000,216.0,0.55,Trailing Stop,True,5,35.45,True,1.56
v2,APOLLOHOSP,2019-01-14,2019-02-11,1366.3,1142.8,29,40000,-6481.5,-16.36,Structure Break,False,4,9.49,True,1.0
v2,BIOCON,2019-01-14,2019-02-11,326.02,307.62,122,40000,-2244.8,-5.64,Structure Break,False,4,17.17,True,1.14
v2,KOTAKBANK,2019-01-21,2019-06-10,253.23,294.77,157,40000,6521.78,16.4,Trailing Stop,True,20,23.63,True,1.43
v2,HCLTECH,2019-01-21,2019-03-05,484.7,504.52,82,40000,1625.65,4.09,Structure Break,True,6,5.49,True,1.11
v2,RELIANCE,2019-01-21,2019-05-06,560.26,562.58,71,40000,164.41,0.41,Structure Break,True,15,32.18,True,1.87
v2,DABUR,2019-01-28,2019-03-25,451.85,408.8,88,40000,-3788.4,-9.53,Structure Break,False,8,23.7,True,1.75
v2,TCS,2019-01-28,2019-04-30,2029.95,2132.0,19,40000,1938.95,5.03,Trailing Stop,True,13,43.38,True,1.07
v2,WIPRO,2019-01-28,2019-03-05,139.33,128.85,287,40000,-3008.12,-7.52,Structure Break,False,5,14.27,True,1.32
v2,HAVELLS,2019-02-04,2019-04-08,743.3,742.6,53,40000,-37.1,-0.09,Trailing Stop,True,9,35.13,True,1.29
v2,BAJFINANCE,2019-02-04,2019-04-08,270.71,300.88,147,40000,4434.26,11.14,Trailing Stop,True,9,58.36,True,0.88
v2,DMART,2019-02-18,2019-04-15,1487.9,1358.5,26,40000,-3364.4,-8.7,Structure Break,False,8,30.7,True,0.73
v2,MUTHOOTFIN,2019-02-18,2019-04-22,535.25,592.05,74,40000,4203.2,10.61,Structure Break,True,9,32.73,True,0.76
v2,OBEROIRLTY,2019-02-18,2019-04-15,503.1,549.2,79,40000,3641.9,9.16,Trailing Stop,True,8,2.33,True,4.0
v2,MANAPPURAM,2019-02-18,2019-04-01,112.9,121.15,354,40000,2920.5,7.31,Trailing Stop,True,6,5.95,True,1.23
v2,RBLBANK,2019-02-25,2019-05-13,595.8,655.75,67,40000,4016.65,10.06,Trailing Stop,True,11,18.87,True,1.26
v2,ADANIPOWER,2019-02-25,2019-03-18,9.68,9.64,4132,40000,-165.28,-0.41,Trailing Stop,True,3,37.81,True,2.27
v2,PIIND,2019-02-25,2019-06-03,930.15,1099.25,43,40000,7271.3,18.18,Trailing Stop,True,14,10.45,True,1.3
v2,GLENMARK,2019-03-11,2019-05-13,641.55,581.1,62,40000,-3747.9,-9.42,Structure Break,False,9,10.24,True,1.38
v2,NAUKRI,2019-03-11,2019-05-13,373.55,362.59,107,40000,-1172.72,-2.93,Structure Break,True,9,43.23,True,1.59
v2,GODFRYPHLP,2019-03-18,2019-04-01,375.08,373.98,106,40000,-116.6,-0.29,Trailing Stop,True,2,17.91,True,1.53
v2,TORNTPHARM,2019-03-25,2019-04-22,974.88,876.88,41,40000,-4018.0,-10.05,Structure Break,False,4,29.0,True,0.95
v2,SBIN,2019-03-25,2019-06-03,320.75,342.05,124,40000,2641.2,6.64,Trailing Stop,True,10,11.43,True,1.81
v2,INDIGO,2019-04-15,2019-06-17,1554.4,1552.1,25,40000,-57.5,-0.15,Structure Break,True,9,3.66,True,2.88
v2,WIPRO,2019-04-22,2019-06-24,147.4,140.25,271,40000,-1937.65,-4.85,Structure Break,False,9,21.67,True,1.09
v2,ULTRACEMCO,2019-04-22,2019-06-03,4609.95,4572.85,8,40000,-296.8,-0.8,Trailing Stop,True,6,2.59,True,3.85
v2,UPL,2019-05-13,2019-06-17,620.69,569.18,64,40000,-3296.51,-8.3,Structure Break,True,5,20.61,True,1.47
v2,BAJFINANCE,2019-05-13,2019-07-08,330.11,337.75,121,40000,924.44,2.31,Structure Break,True,8,62.76,True,2.85
v2,BAJAJFINSV,2019-05-13,2019-07-08,799.3,772.57,50,40000,-1336.25,-3.34,Structure Break,True,8,37.84,True,2.29
v2,ICICIGI,2019-05-13,2019-06-17,1120.0,1155.55,35,40000,1244.25,3.17,Trailing Stop,True,5,39.43,True,1.97
v2,ADANIENSOL,2019-05-20,2019-06-03,227.5,222.6,175,40000,-857.5,-2.15,Trailing Stop,True,2,23.76,True,1.73
v2,KEI,2019-05-20,2019-06-03,492.3,485.9,81,40000,-518.4,-1.3,Trailing Stop,True,2,3.69,True,5.45
v2,TIINDIA,2019-05-20,2019-06-17,398.85,380.45,100,40000,-1840.0,-4.61,Structure Break,False,4,55.7,True,0.71
v2,SOLARINDS,2019-05-20,2019-07-01,1176.8,1188.3,33,40000,379.5,0.98,Trailing Stop,True,6,0.08,True,0.82
v2,INDHOTEL,2019-05-27,2019-07-15,152.35,140.62,262,40000,-3073.38,-7.7,Structure Break,False,7,2.1,True,1.12
v2,PETRONET,2019-05-27,2019-07-22,247.05,237.9,161,40000,-1473.15,-3.7,Structure Break,False,8,4.25,True,1.2
v2,FEDERALBNK,2019-05-27,2019-06-17,107.35,102.85,372,40000,-1674.0,-4.19,Structure Break,False,3,8.05,True,0.98
v2,SHREECEM,2019-05-27,2019-07-29,21618.75,20001.2,1,40000,-1617.55,-7.48,Structure Break,False,9,20.9,True,1.38
v2,SIEMENS,2019-05-27,2019-07-01,660.49,654.15,60,40000,-380.15,-0.96,Trailing Stop,True,5,11.1,True,1.34
v2,TRENT,2019-06-03,2019-07-22,403.5,407.75,99,40000,420.75,1.05,Structure Break,True,7,8.39,True,1.09
v2,PFC,2019-06-03,2019-07-08,107.44,99.76,372,40000,-2856.96,-7.15,Structure Break,False,5,61.68,True,1.4
v2,RECLTD,2019-06-03,2019-07-08,113.78,111.6,351,40000,-763.43,-1.91,Structure Break,True,5,20.69,True,0.7
v2,COFORGE,2019-06-03,2019-07-22,264.48,254.77,151,40000,-1466.21,-3.67,Structure Break,False,7,14.01,True,0.6
v2,NAUKRI,2019-06-03,2019-08-19,463.04,387.87,86,40000,-6464.62,-16.23,Structure Break,False,11,72.42,True,2.2
