version,stock,entry_date,exit_date,entry_price,exit_price,shares,capital,pnl_rs,pnl_pct,exit_reason,trail_activated,weeks_held,mansfield_rs_at_entry,vol_ratio_at_entry
v3,ADANIPOWER,2017-10-23,2017-11-27,6.53,6.83,6125,40000,1837.5,4.59,Trailing Stop,True,5,6.21,1.31
v3,NATIONALUM,2017-10-23,2018-01-29,92.1,70.0,434,40000,-9591.4,-24.0,Structure Break,False,14,58.04,1.53
v3,CANBK,2017-10-23,2017-12-11,80.83,71.08,494,40000,-4816.5,-12.06,Structure Break,False,7,6.54,8.35
v3,JUBLFOOD,2017-10-23,2017-11-27,162.23,175.27,246,40000,3207.84,8.04,Trailing Stop,True,5,28.51,2.12
v3,BANKINDIA,2017-10-23,2017-11-06,181.05,196.35,220,40000,3366.0,8.45,Trailing Stop,True,2,30.43,4.36
v3,BANKBARODA,2017-10-23,2017-11-20,174.4,176.85,229,40000,561.05,1.4,Trailing Stop,True,4,-10.32,4.5
v3,ICICIBANK,2017-10-23,2017-11-20,301.15,317.2,132,40000,2118.6,5.33,Trailing Stop,True,4,11.37,4.26
v3,PFC,2017-10-23,2017-11-27,116.32,95.28,343,40000,-7216.72,-18.09,Structure Break,False,5,-0.44,2.24
v3,UNITDSPR,2017-10-23,2018-01-08,605.15,761.85,66,40000,10342.2,25.89,Trailing Stop,True,11,2.97,5.78
v3,TVSMOTOR,2017-10-23,2018-01-08,715.8,750.4,55,40000,1903.0,4.83,Trailing Stop,True,11,56.16,0.79
v3,VEDL,2017-10-23,2017-11-13,339.85,307.6,117,40000,-3773.25,-9.49,Structure Break,False,3,46.95,0.99
v3,TATAPOWER,2017-10-23,2017-11-27,85.1,90.25,470,40000,2420.5,6.05,Trailing Stop,True,5,-11.15,0.86
v3,LT,2017-10-23,2018-02-05,1224.65,1329.25,32,40000,3347.2,8.54,Trailing Stop,True,15,6.23,1.94
v3,SAIL,2017-10-23,2017-11-06,79.95,81.2,500,40000,625.0,1.56,Trailing Stop,True,2,34.86,7.13
v3,NMDC,2017-10-23,2018-01-08,33.1,39.7,1208,40000,7969.79,19.93,Trailing Stop,True,11,-7.59,1.75
v3,BAJAJHLDNG,2017-10-23,2018-02-05,2977.4,2693.8,13,40000,-3686.8,-9.53,Structure Break,False,15,22.14,0.64
v3,INDIANB,2017-10-23,2017-11-27,306.45,391.55,130,40000,11063.0,27.77,Trailing Stop,True,5,16.91,4.44
v3,SBIN,2017-10-23,2017-11-27,311.05,312.75,128,40000,217.6,0.55,Trailing Stop,True,5,1.3,7.52
v3,INDIGO,2017-10-23,2017-11-27,1202.45,1130.65,33,40000,-2369.4,-5.97,Structure Break,False,5,6.65,0.89
v3,SHRIRAMFIN,2017-10-23,2017-11-06,225.94,244.66,177,40000,3314.45,8.29,Trailing Stop,True,2,-17.97,1.48
v3,BHEL,2017-10-23,2017-11-06,95.15,92.5,420,40000,-1113.0,-2.79,Trailing Stop,True,2,-11.06,3.02
v3,PAGEIND,2017-10-23,2017-11-20,19979.25,22579.7,2,40000,5200.9,13.02,Trailing Stop,True,4,9.43,1.3
v3,ADANIENT,2017-10-23,2017-11-20,72.53,85.54,551,40000,7165.84,17.93,Trailing Stop,True,4,61.37,0.69
v3,BHARATFORG,2017-10-23,2017-11-27,671.45,684.45,59,40000,767.0,1.94,Trailing Stop,True,5,18.29,0.89
v3,INOXWIND,2017-10-23,2017-12-26,31.32,35.56,1277,40000,5413.06,13.53,Trailing Stop,True,9,-49.96,3.37
v3,INFY,2017-10-23,2017-11-27,473.17,479.4,84,40000,522.9,1.32,Trailing Stop,True,5,-21.25,0.97
v3,ULTRACEMCO,2017-10-23,2018-01-29,4439.85,4179.45,9,40000,-2343.6,-5.87,Structure Break,False,14,-4.91,2.26
v3,SIEMENS,2017-10-23,2017-11-13,659.99,619.46,60,40000,-2432.04,-6.14,Structure Break,False,3,-13.87,1.18
v3,SHREECEM,2017-10-23,2017-11-06,19021.05,18054.55,2,40000,-1933.0,-5.08,Structure Break,False,2,-9.14,1.31
v3,ONGC,2017-10-23,2018-01-15,184.0,193.7,217,40000,2104.9,5.27,Trailing Stop,True,12,-13.02,1.32
v3,UNIONBANK,2017-10-23,2017-12-04,175.6,155.75,227,40000,-4505.95,-11.3,Structure Break,False,6,-0.77,5.3
v3,MM,2017-10-23,2018-02-05,693.85,750.05,57,40000,3203.4,8.1,Trailing Stop,True,15,-14.91,0.93
v3,BPCL,2017-10-23,2018-01-01,263.98,243.85,151,40000,-3038.88,-7.62,Structure Break,False,10,0.55,1.18
v3,JSWENERGY,2017-10-23,2018-01-15,86.15,91.7,464,40000,2575.2,6.44,Trailing Stop,True,12,-1.38,1.08
v3,MPHASIS,2017-10-23,2018-02-12,704.25,862.8,56,40000,8878.8,22.51,Trailing Stop,True,16,8.55,3.81
v3,RELIANCE,2017-10-23,2018-01-29,418.11,406.64,95,40000,-1089.28,-2.74,Structure Break,False,14,41.29,1.04
v3,NTPC,2017-10-23,2018-01-08,151.62,143.75,263,40000,-2071.12,-5.19,Structure Break,False,11,3.37,1.13
v3,BHARTIARTL,2017-10-23,2017-11-06,437.3,453.65,91,40000,1488.29,3.74,Trailing Stop,True,2,28.0,3.08
v3,TATASTEEL,2017-10-23,2018-01-15,68.49,70.96,583,40000,1439.5,3.6,Trailing Stop,True,12,50.62,0.91
v3,PNB,2017-10-23,2017-11-06,196.65,190.1,203,40000,-1329.65,-3.33,Trailing Stop,True,2,15.38,12.49
v3,ABB,2017-10-23,2018-02-05,1259.77,1426.98,31,40000,5183.33,13.27,Trailing Stop,True,15,3.12,2.59
v3,DLF,2017-10-23,2017-11-06,184.35,207.9,216,40000,5086.8,12.77,Trailing Stop,True,2,-0.4,0.74
v3,ADANIPORTS,2017-10-23,2017-11-27,432.05,386.75,92,40000,-4167.6,-10.48,Structure Break,False,5,36.41,1.19
v3,M_M,2017-10-23,2018-02-05,693.85,750.05,57,40000,3203.4,8.1,Trailing Stop,True,15,-14.91,0.93
v3,GRASIM,2017-10-23,2017-11-06,1181.98,1241.14,33,40000,1952.4,5.01,Trailing Stop,True,2,19.22,0.62
v3,DALBHARAT,2017-10-23,2017-11-06,1386.95,1415.2,28,40000,791.0,2.04,Trailing Stop,True,2,30.4,0.7
v3,TATACONSUM,2017-10-23,2018-01-15,217.84,304.63,183,40000,15882.6,39.84,Trailing Stop,True,12,22.83,0.9
v3,RECLTD,2017-10-23,2017-11-27,130.05,115.16,307,40000,-4570.46,-11.45,Structure Break,False,5,11.31,1.6
v3,MARUTI,2017-10-23,2018-01-01,8114.45,9433.85,4,40000,5277.6,16.26,Trailing Stop,True,10,20.29,1.67
v3,GAIL,2017-10-23,2018-01-15,117.78,117.19,339,40000,-199.16,-0.5,Structure Break,True,12,27.82,1.49
v3,GMRAIRPORT,2017-10-23,2017-11-06,16.32,16.0,2451,40000,-775.51,-1.94,Trailing Stop,True,2,18.35,1.63
v3,TMPV,2017-10-30,2017-11-27,270.29,240.82,147,40000,-4330.86,-10.9,Structure Break,False,4,-33.89,1.21
v3,CHOLAFIN,2017-10-30,2018-01-29,248.29,254.91,161,40000,1065.82,2.67,Trailing Stop,True,13,-15.38,2.62
v3,OIL,2017-10-30,2018-01-15,161.11,166.51,248,40000,1339.2,3.35,Trailing Stop,True,11,-5.02,0.95
v3,CGPOWER,2017-10-30,2018-01-15,84.95,95.4,470,40000,4911.5,12.3,Trailing Stop,True,11,-7.36,1.48
v3,DABUR,2017-10-30,2018-01-22,340.4,353.75,117,40000,1561.95,3.92,Trailing Stop,True,12,-0.13,2.88
v3,SUZLON,2017-10-30,2017-11-13,15.15,12.58,2640,40000,-6785.56,-16.97,Structure Break,False,2,-7.2,1.71
v3,SOLARINDS,2017-10-30,2018-01-15,1069.35,1137.45,37,40000,2519.7,6.37,Trailing Stop,True,11,29.7,1.23
v3,GLENMARK,2017-10-30,2017-11-06,626.55,584.8,63,40000,-2630.25,-6.66,Structure Break,False,1,-44.37,2.13
v3,NAUKRI,2017-10-30,2017-12-04,239.14,245.82,167,40000,1115.56,2.79,Trailing Stop,True,5,10.87,0.76
v3,ALKEM,2017-10-30,2017-12-11,1925.95,2106.4,20,40000,3609.0,9.37,Trailing Stop,True,6,-6.78,0.85
v3,TITAN,2017-10-30,2017-11-27,659.75,805.25,60,40000,8730.0,22.05,Trailing Stop,True,4,40.63,1.35
v3,BIOCON,2017-10-30,2018-03-05,203.35,297.58,196,40000,18468.1,46.34,Trailing Stop,True,18,5.25,2.2
v3,GODREJPROP,2017-10-30,2018-01-29,718.1,806.6,55,40000,4867.5,12.32,Trailing Stop,True,13,68.17,1.64
v3,DIVISLAB,2017-10-30,2018-01-29,1049.75,1028.25,38,40000,-817.0,-2.05,Trailing Stop,True,13,-30.18,1.1
v3,VOLTAS,2017-10-30,2018-01-08,548.95,633.95,72,40000,6120.0,15.48,Trailing Stop,True,10,13.38,1.03
v3,NESTLEIND,2017-10-30,2017-11-20,370.67,375.11,107,40000,475.08,1.2,Trailing Stop,True,3,-11.48,0.88
v3,BEL,2017-10-30,2018-01-29,61.0,50.62,655,40000,-6801.07,-17.02,Structure Break,False,13,30.21,2.24
v3,DRREDDY,2017-10-30,2017-11-27,483.82,446.78,82,40000,-3037.28,-7.66,Structure Break,False,4,-34.47,1.41
v3,UNOMINDA,2017-10-30,2017-12-04,150.96,186.86,264,40000,9476.01,23.78,Trailing Stop,True,5,116.34,1.44
v3,AXISBANK,2017-10-30,2018-01-29,540.1,564.9,74,40000,1835.2,4.59,Trailing Stop,True,13,-14.81,1.99
v3,PIIND,2017-10-30,2017-12-11,818.5,939.45,48,40000,5805.6,14.78,Trailing Stop,True,6,-16.97,8.43
v3,CIPLA,2017-10-30,2017-12-11,640.1,576.45,62,40000,-3946.3,-9.94,Structure Break,False,6,-10.45,1.34
v3,OBEROIRLTY,2017-10-30,2018-01-15,494.45,507.0,80,40000,1004.0,2.54,Trailing Stop,True,11,24.53,1.5
v3,COFORGE,2017-10-30,2018-01-29,129.77,158.0,308,40000,8694.84,21.75,Trailing Stop,True,13,21.01,1.46
v3,NBCC,2017-11-06,2017-12-11,91.53,83.48,436,40000,-3509.8,-8.79,Structure Break,False,5,43.82,2.83
v3,TATAELXSI,2017-11-06,2017-11-27,900.25,920.3,44,40000,882.2,2.23,Trailing Stop,True,3,12.96,1.98
v3,CROMPTON,2017-11-06,2017-12-11,251.45,259.4,159,40000,1264.05,3.16,Trailing Stop,True,5,15.22,2.07
v3,PIDILITIND,2017-11-06,2017-12-11,410.55,431.45,97,40000,2027.3,5.09,Trailing Stop,True,5,-3.2,2.55
v3,OFSS,2017-11-06,2018-02-05,3640.55,4069.15,10,40000,4286.0,11.77,Trailing Stop,True,13,-6.8,2.66
v3,TCS,2017-11-06,2017-12-11,1354.38,1272.8,29,40000,-2365.67,-6.02,Structure Break,False,5,-6.07,1.02
v3,BRITANNIA,2017-11-06,2018-06-18,2436.5,2979.73,16,40000,8691.6,22.3,Trailing Stop,True,32,23.96,1.3
v3,HINDUNILVR,2017-11-06,2018-02-05,1270.65,1312.4,31,40000,1294.03,3.29,Trailing Stop,True,13,27.7,1.06
v3,LTM,2017-11-06,2017-12-04,944.45,984.6,42,40000,1686.3,4.25,Trailing Stop,True,4,27.55,8.04
v3,ASTRAL,2017-11-06,2018-01-01,345.58,371.0,115,40000,2923.88,7.36,Trailing Stop,True,8,47.85,0.71
v3,SRF,2017-11-13,2018-01-15,354.61,381.96,112,40000,3063.2,7.71,Trailing Stop,True,9,-18.21,1.21
v3,DLF,2017-11-13,2017-12-11,223.85,231.7,178,40000,1397.3,3.51,Trailing Stop,True,4,24.94,1.78
v3,APOLLOHOSP,2017-11-13,2018-01-08,1054.85,1163.35,37,40000,4014.5,10.29,Trailing Stop,True,8,-33.88,2.1
v3,PRESTIGE,2017-11-20,2017-12-04,316.4,308.55,126,40000,-989.1,-2.48,Trailing Stop,True,2,41.66,1.9
v3,HDFCBANK,2017-11-20,2018-02-05,462.85,462.38,86,40000,-40.85,-0.1,Structure Break,True,11,20.84,0.58
v3,TRENT,2017-11-20,2018-01-29,343.15,314.6,116,40000,-3311.8,-8.32,Structure Break,False,10,42.26,1.9
v3,MANAPPURAM,2017-11-20,2018-01-01,106.7,120.0,374,40000,4974.2,12.46,Trailing Stop,True,6,-11.93,1.18
v3,INDHOTEL,2017-11-20,2018-01-29,117.06,125.06,341,40000,2727.33,6.83,Trailing Stop,True,10,-7.2,1.04
v3,KOTAKBANK,2017-11-20,2018-02-05,206.07,206.4,194,40000,64.02,0.16,Trailing Stop,True,11,4.59,0.79
v3,BAJAJ_AUTO,2017-11-20,2018-02-05,3288.3,3099.25,12,40000,-2268.6,-5.75,Structure Break,False,11,-5.15,0.95
v3,KEI,2017-11-27,2017-12-11,386.95,368.2,103,40000,-1931.25,-4.85,Trailing Stop,True,2,147.98,2.89
v3,SHRIRAMFIN,2017-11-27,2018-01-15,258.72,278.25,154,40000,3008.29,7.55,Trailing Stop,True,7,23.38,1.42
v3,GODREJCP,2017-11-27,2018-01-29,650.47,701.07,61,40000,3086.6,7.78,Trailing Stop,True,9,10.38,1.75
v3,ASHOKLEY,2017-11-27,2018-01-15,60.02,60.52,666,40000,333.0,0.83,Trailing Stop,True,7,12.65,1.48
v3,BLUESTARCO,2017-11-27,2018-01-08,372.8,394.7,107,40000,2343.3,5.87,Trailing Stop,True,6,19.85,0.7
v3,DALBHARAT,2017-11-27,2018-01-15,1539.7,1398.4,25,40000,-3532.5,-9.18,Structure Break,False,7,47.53,1.03
v3,APLAPOLLO,2017-11-27,2018-01-08,197.82,222.73,202,40000,5030.81,12.59,Trailing Stop,True,6,77.37,2.13
v3,HCLTECH,2017-12-04,2018-02-05,435.23,482.0,91,40000,4256.52,10.75,Trailing Stop,True,9,-10.37,0.73
v3,IOC,2017-12-04,2018-02-19,134.95,122.8,296,40000,-3596.4,-9.0,Structure Break,False,11,5.89,0.6
v3,NESTLEIND,2017-12-04,2018-01-22,396.05,374.54,100,40000,-2151.5,-5.43,Structure Break,False,7,5.92,1.25
v3,TORNTPHARM,2017-12-04,2018-01-08,661.88,690.28,60,40000,1704.0,4.29,Trailing Stop,True,5,-20.53,1.19
v3,MOTHERSON,2017-12-04,2018-01-29,82.45,77.97,485,40000,-2175.02,-5.44,Structure Break,False,8,51.22,1.62
v3,ITC,2017-12-04,2018-01-29,247.5,259.91,161,40000,1998.46,5.02,Trailing Stop,True,8,-9.49,0.82
v3,HAVELLS,2017-12-04,2018-01-08,537.1,549.1,74,40000,888.0,2.23,Trailing Stop,True,5,32.03,1.0
v3,COLPAL,2017-12-04,2018-01-29,1069.45,1117.65,37,40000,1783.4,4.51,Trailing Stop,True,8,-8.31,0.8
v3,SUPREMEIND,2017-12-04,2018-01-22,1182.9,1326.9,33,40000,4752.0,12.17,Trailing Stop,True,7,10.9,0.52
v3,PHOENIXLTD,2017-12-04,2018-01-01,283.08,287.55,141,40000,630.98,1.58,Trailing Stop,True,4,33.3,3.06
v3,BHARTIARTL,2017-12-04,2018-01-22,473.21,407.92,84,40000,-5483.87,-13.8,Structure Break,False,7,35.98,0.72
v3,ADANIENT,2017-12-11,2018-01-29,86.63,110.07,461,40000,10807.11,27.06,Trailing Stop,True,7,91.77,1.41
v3,LUPIN,2017-12-11,2018-01-29,860.3,847.0,46,40000,-611.8,-1.55,Structure Break,True,7,-55.22,0.99
v3,LTM,2017-12-11,2018-02-26,1039.55,1406.25,38,40000,13934.6,35.27,Trailing Stop,True,11,31.64,1.29
v3,INFY,2017-12-11,2018-01-29,511.45,571.62,78,40000,4693.65,11.77,Trailing Stop,True,7,-17.83,0.89
v3,DRREDDY,2017-12-11,2018-01-29,474.3,424.71,84,40000,-4165.56,-10.46,Structure Break,True,7,-41.23,1.47
v3,SHREECEM,2017-12-11,2018-01-15,17784.5,18354.6,2,40000,1140.2,3.21,Trailing Stop,True,5,-9.56,4.4
v3,MOTILALOFS,2017-12-11,2017-12-26,350.85,373.38,114,40000,2567.85,6.42,Trailing Stop,True,2,122.95,1.37
v3,PAGEIND,2017-12-18,2018-01-29,24668.3,20052.8,1,40000,-4615.5,-18.71,Structure Break,False,6,46.56,2.18
v3,RECLTD,2017-12-18,2018-01-29,117.49,109.05,340,40000,-2868.75,-7.18,Structure Break,False,6,-8.78,1.15
v3,WIPRO,2017-12-18,2018-01-22,113.1,116.98,353,40000,1370.08,3.43,Trailing Stop,True,5,0.97,1.31
v3,TATAELXSI,2017-12-18,2018-01-29,956.8,993.05,41,40000,1486.25,3.79,Trailing Stop,True,6,12.25,0.86
v3,ICICIBANK,2017-12-18,2018-01-29,316.6,335.1,126,40000,2331.0,5.84,Trailing Stop,True,6,3.43,0.68
v3,NHPC,2017-12-18,2018-01-08,30.35,31.7,1317,40000,1777.95,4.45,Trailing Stop,True,3,-14.94,1.43
v3,UNOMINDA,2017-12-18,2018-02-05,218.27,183.46,183,40000,-6371.34,-15.95,Structure Break,False,7,236.96,1.24
v3,CUMMINSIND,2017-12-18,2018-01-15,877.15,903.3,45,40000,1176.75,2.98,Trailing Stop,True,4,-10.6,0.86
v3,MFSL,2017-12-18,2018-02-12,591.3,500.75,67,40000,-6066.85,-15.31,Structure Break,False,8,-14.48,1.04
v3,VEDL,2017-12-18,2018-01-15,316.55,331.65,126,40000,1902.6,4.77,Trailing Stop,True,4,9.37,1.26
v3,BAJAJFINSV,2017-12-18,2018-01-15,542.81,497.3,73,40000,-3322.23,-8.38,Structure Break,False,4,40.49,0.76
v3,HINDZINC,2017-12-18,2018-01-15,307.7,299.35,129,40000,-1077.15,-2.71,Trailing Stop,True,4,-12.99,0.78
v3,CONCOR,2017-12-18,2018-01-22,436.13,460.93,91,40000,2256.8,5.69,Trailing Stop,True,5,15.54,0.67
v3,HEROMOTOCO,2017-12-18,2018-03-19,3792.8,3413.75,10,40000,-3790.5,-9.99,Structure Break,False,13,-8.19,2.03
v3,SAIL,2017-12-18,2018-01-15,85.45,93.3,468,40000,3673.8,9.19,Trailing Stop,True,4,32.91,1.05
v3,PIDILITIND,2017-12-18,2018-01-29,472.27,431.4,84,40000,-3433.5,-8.65,Structure Break,False,6,14.8,1.7
v3,BAJFINANCE,2017-12-18,2018-01-29,178.24,162.89,224,40000,-3439.52,-8.61,Structure Break,False,6,54.96,1.08
v3,VBL,2017-12-18,2018-01-08,34.02,40.23,1175,40000,7296.55,18.25,Trailing Stop,True,3,2.32,10.6
v3,ICICIPRULI,2017-12-18,2018-02-05,394.4,415.1,101,40000,2090.7,5.25,Trailing Stop,True,7,1.78,0.79
v3,ADANIPOWER,2017-12-18,2018-01-08,7.74,8.95,5167,40000,6252.07,15.63,Trailing Stop,True,3,2.32,2.38
v3,TMPV,2017-12-18,2018-01-29,254.77,231.68,157,40000,-3625.5,-9.06,Structure Break,False,6,-24.87,0.88
v3,GLENMARK,2017-12-18,2018-01-29,567.6,589.55,70,40000,1536.5,3.87,Trailing Stop,True,6,-49.24,1.32
v3,TITAN,2017-12-18,2018-01-15,856.85,891.45,46,40000,1591.6,4.04,Trailing Stop,True,4,110.84,0.71
v3,GMRAIRPORT,2017-12-18,2018-01-01,17.67,19.17,2263,40000,3375.59,8.44,Trailing Stop,True,2,27.69,1.94
v3,BHARATFORG,2017-12-18,2018-01-29,728.9,690.8,54,40000,-2057.4,-5.23,Structure Break,False,6,28.7,0.87
v3,LTF,2017-12-18,2018-01-29,166.26,146.68,240,40000,-4698.93,-11.78,Structure Break,False,6,64.1,1.21
v3,MARICO,2017-12-18,2018-02-05,316.95,297.2,126,40000,-2488.5,-6.23,Structure Break,False,7,-4.08,0.88
v3,HINDALCO,2017-12-18,2018-01-29,267.85,249.85,149,40000,-2682.0,-6.72,Structure Break,False,6,22.33,1.45
v3,EICHERMOT,2017-12-18,2018-01-22,3025.08,2651.94,13,40000,-4850.75,-12.33,Structure Break,False,5,2.45,1.17
v3,SIEMENS,2017-12-18,2018-01-29,639.09,671.42,62,40000,2004.36,5.06,Trailing Stop,True,6,-13.13,1.3
v3,MUTHOOTFIN,2017-12-18,2018-01-29,463.4,402.1,86,40000,-5271.8,-13.23,Structure Break,False,6,20.86,1.28
v3,ADANIENSOL,2017-12-18,2018-01-29,235.8,193.8,169,40000,-7098.0,-17.81,Structure Break,False,6,228.32,1.7
v3,DLF,2017-12-18,2018-01-15,245.25,249.3,163,40000,660.15,1.65,Trailing Stop,True,4,72.06,0.97
v3,SUZLON,2017-12-18,2018-01-15,13.4,13.86,2984,40000,1369.6,3.42,Trailing Stop,True,4,-23.19,0.95
v3,IDFCFIRSTB,2017-12-18,2018-01-15,55.0,58.7,727,40000,2689.9,6.73,Trailing Stop,True,4,-36.59,0.75
v3,JINDALSTEL,2017-12-18,2018-01-29,184.6,250.55,216,40000,14245.2,35.73,Trailing Stop,True,6,111.08,1.27
v3,PRESTIGE,2017-12-26,2018-01-15,318.15,310.8,125,40000,-918.75,-2.31,Trailing Stop,True,3,63.3,1.05
v3,ALKEM,2017-12-26,2018-03-19,2201.9,2087.35,18,40000,-2061.9,-5.2,Structure Break,False,12,3.11,1.14
v3,ASIANPAINT,2017-12-26,2018-06-04,1158.5,1278.85,34,40000,4091.9,10.39,Trailing Stop,True,23,-3.49,0.97
v3,NAUKRI,2017-12-26,2018-09-17,278.12,306.22,143,40000,4018.3,10.1,Trailing Stop,True,38,27.35,0.81
v3,GRASIM,2017-12-26,2018-02-05,1161.11,1104.54,34,40000,-1923.51,-4.87,Structure Break,False,6,27.26,0.49
v3,FORTIS,2017-12-26,2018-01-29,160.45,126.45,249,40000,-8466.0,-21.19,Structure Break,False,5,-27.11,1.79
v3,INDIGO,2017-12-26,2018-03-05,1205.5,1289.6,33,40000,2775.3,6.98,Trailing Stop,True,10,11.58,1.37
v3,SUNPHARMA,2017-12-26,2018-03-05,571.15,506.8,70,40000,-4504.5,-11.27,Structure Break,False,10,-33.42,2.22
v3,UPL,2017-12-26,2018-01-22,487.71,491.71,82,40000,327.72,0.82,Trailing Stop,True,4,-13.97,0.76
v3,TCS,2017-12-26,2018-02-05,1350.6,1485.85,29,40000,3922.25,10.01,Trailing Stop,True,6,-3.46,0.93
v3,PERSISTENT,2017-12-26,2018-02-12,359.0,382.17,111,40000,2572.42,6.46,Trailing Stop,True,7,-6.22,3.63
v3,INDUSTOWER,2017-12-26,2018-01-15,378.75,346.05,105,40000,-3433.5,-8.63,Structure Break,False,3,-17.0,0.37
v3,PGEL,2017-12-26,2018-01-29,42.35,35.28,944,40000,-6678.8,-16.7,Structure Break,False,5,115.7,2.98
v3,BHEL,2018-01-01,2018-03-05,102.35,86.15,390,40000,-6318.0,-15.83,Structure Break,False,9,-3.63,1.51
v3,FEDERALBNK,2018-01-01,2018-01-29,112.1,93.3,356,40000,-6692.8,-16.77,Structure Break,False,4,25.97,0.79
v3,ZYDUSLIFE,2018-01-01,2018-01-29,440.2,410.85,90,40000,-2641.5,-6.67,Structure Break,False,4,-9.8,0.69
v3,GODFRYPHLP,2018-01-01,2018-01-29,339.75,297.0,117,40000,-5001.74,-12.58,Structure Break,False,4,-11.0,1.0
v3,ADANIPORTS,2018-01-01,2018-03-05,423.8,377.9,94,40000,-4314.6,-10.83,Structure Break,False,9,16.57,0.83
v3,INDUSINDBK,2018-01-01,2018-04-16,1698.2,1812.85,23,40000,2636.95,6.75,Trailing Stop,True,15,20.91,0.79
v3,JUBLFOOD,2018-01-01,2018-01-29,190.44,200.62,210,40000,2138.85,5.35,Trailing Stop,True,4,75.2,1.17
v3,TECHM,2018-01-01,2018-02-05,525.45,595.25,76,40000,5304.8,13.28,Trailing Stop,True,5,-15.11,0.75
v3,RBLBANK,2018-01-01,2018-01-29,539.7,482.75,74,40000,-4214.3,-10.55,Structure Break,False,4,18.07,1.57
v3,COALINDIA,2018-01-01,2018-01-15,278.75,284.0,143,40000,750.75,1.88,Trailing Stop,True,2,-25.45,1.48
v3,TATAPOWER,2018-01-01,2018-01-29,99.55,84.8,401,40000,-5914.75,-14.82,Structure Break,False,4,0.18,2.61
v3,YESBANK,2018-01-01,2018-01-29,332.85,349.05,120,40000,1944.0,4.87,Trailing Stop,True,4,8.53,0.86
v3,CROMPTON,2018-01-01,2018-01-22,279.0,237.6,143,40000,-5920.2,-14.84,Structure Break,False,3,49.46,0.34
v3,PIIND,2018-01-08,2018-01-29,993.05,886.6,40,40000,-4258.0,-10.72,Structure Break,False,3,-10.95,0.48
v3,KEI,2018-01-08,2018-04-16,406.45,432.9,98,40000,2592.1,6.51,Trailing Stop,True,14,142.62,1.22
v3,APLAPOLLO,2018-01-15,2018-05-14,250.06,198.48,159,40000,-8202.81,-20.63,Structure Break,False,17,105.27,2.36
v3,SAMMAANCAP,2018-01-15,2018-01-29,1161.13,1177.01,34,40000,539.8,1.37,Trailing Stop,True,2,50.42,1.39
v3,PHOENIXLTD,2018-01-22,2018-02-19,324.7,284.52,123,40000,-4941.53,-12.37,Structure Break,False,4,32.1,0.36
v3,ONGC,2018-01-22,2018-02-05,208.5,187.35,191,40000,-4039.65,-10.14,Structure Break,False,2,-23.34,2.04
v3,VEDL,2018-01-22,2018-02-05,345.6,316.3,115,40000,-3369.5,-8.48,Structure Break,False,2,11.61,1.2
v3,HAVELLS,2018-01-22,2018-01-29,580.55,509.6,68,40000,-4824.6,-12.22,Structure Break,False,1,19.83,1.93
v3,BHARATFORG,2018-02-05,2018-03-19,762.8,690.3,52,40000,-3770.0,-9.5,Structure Break,False,6,31.79,2.3
v3,ASHOKLEY,2018-02-05,2018-03-19,67.1,71.03,596,40000,2339.3,5.85,Trailing Stop,True,6,25.27,1.91
v3,INOXWIND,2018-02-12,2018-03-19,33.42,25.56,1196,40000,-9402.55,-23.53,Structure Break,False,5,-40.58,1.18
v3,PAGEIND,2018-02-12,2018-04-16,22201.6,24321.95,1,40000,2120.35,9.55,Trailing Stop,True,9,26.61,1.07
v3,CHOLAFIN,2018-02-12,2018-03-05,270.42,280.49,147,40000,1480.29,3.72,Trailing Stop,True,3,6.65,1.4
v3,NESTLEIND,2018-02-12,2018-09-03,379.64,522.33,105,40000,14981.92,37.58,Trailing Stop,True,29,6.14,3.42
v3,PERSISTENT,2018-02-19,2018-03-26,410.9,347.02,97,40000,-6195.88,-15.55,Structure Break,False,5,14.45,1.29
v3,GODREJCP,2018-02-19,2018-05-07,698.8,719.47,57,40000,1178.0,2.96,Trailing Stop,True,11,10.44,0.7
v3,INFY,2018-02-19,2018-06-18,577.83,623.92,69,40000,3180.9,7.98,Trailing Stop,True,17,2.86,1.16
v3,HINDZINC,2018-02-19,2018-03-19,328.0,301.45,121,40000,-3212.55,-8.09,Structure Break,False,4,-15.09,2.6
v3,VEDL,2018-02-19,2018-03-05,337.9,304.15,118,40000,-3982.5,-9.99,Structure Break,False,2,12.28,1.26
v3,FORTIS,2018-02-19,2018-03-26,159.95,123.35,250,40000,-9150.0,-22.88,Structure Break,False,5,-27.61,4.12
v3,OBEROIRLTY,2018-02-26,2018-04-30,510.05,514.5,78,40000,347.1,0.87,Trailing Stop,True,9,25.58,3.77
v3,GLENMARK,2018-02-26,2018-04-30,544.5,535.3,73,40000,-671.6,-1.69,Trailing Stop,True,9,-51.97,0.53
v3,TVSMOTOR,2018-02-26,2018-03-19,677.4,606.35,59,40000,-4191.95,-10.49,Structure Break,False,3,38.41,0.66
v3,TATAELXSI,2018-02-26,2018-03-19,1044.55,965.9,38,40000,-2988.7,-7.53,Structure Break,False,3,17.76,0.93
v3,VOLTAS,2018-02-26,2018-05-14,619.0,551.75,64,40000,-4304.0,-10.86,Structure Break,False,11,50.14,1.63
v3,COFORGE,2018-02-26,2018-03-19,174.28,178.76,229,40000,1025.92,2.57,Trailing Stop,True,3,72.5,0.98
