date,open,high,low,close,volume
1995-02-01 09:15:00,1.41999998,1.43699999,1.19799995,1.28100004,1193900.0
1995-03-01 09:15:00,1.33100004,1.41999998,1.225,1.24700003,3154500.0
1995-04-03 09:15:00,1.27799997,1.35799999,1.10900002,1.12200003,2027500.0
1995-05-01 09:15:00,1.10900002,1.21599999,1.04700003,1.154,1430300.0
1995-06-01 09:15:00,1.08299999,1.38400002,1.04700003,1.1,2309100.0
1995-07-03 09:15:00,1.06499996,1.38400002,0.97600002,1.23900003,3762900.0
1995-08-01 09:15:00,1.225,1.24200001,0.97600002,1.00100002,2681100.0
1995-09-01 09:15:00,0.99799995,1.04700003,0.96700001,0.99799995,2207900.0
1995-10-02 09:15:00,1.00299997,1.03599997,0.84300003,0.84700003,2331600.0
1995-11-01 09:15:00,0.85200005,0.87799997,0.65700002,0.70999999,2838700.0
1995-12-01 09:15:00,0.72800002,0.81199999,0.71900001,0.754,1790900.0
1996-01-01 09:15:00,0.73600001,0.74499998,0.53200002,0.58600001,1790900.0
1996-02-01 09:15:00,0.58600001,0.82299995,0.58600001,0.64200001,4112500.0
1996-03-01 09:15:00,0.621,0.63800001,0.54099999,0.58499999,4089900.0
1996-04-01 09:15:00,0.58099999,0.70100002,0.51500001,0.696,12722300.0
1996-05-01 09:15:00,0.696,0.71999998,0.56799998,0.59699998,7030900.0
1996-06-03 09:15:00,0.604,0.65,0.577,0.58600001,6197600.0
1996-07-01 09:15:00,0.577,0.60300002,0.48800001,0.49699998,8406200.0
1996-08-01 09:15:00,0.49699998,0.53200002,0.38199999,0.52399998,16711700.0
1996-09-02 09:15:00,0.53000002,0.53200002,0.399,0.41399999,10896900.0
1996-10-01 09:15:00,0.41300001,0.48299999,0.36400001,0.41900001,7741100.0
1996-11-01 09:15:00,0.4,0.42600002,0.34500001,0.36400001,4157400.0
1996-12-02 09:15:00,0.36199999,0.44400001,0.33699999,0.421,4507100.0
1997-01-01 09:15:00,0.44099999,0.56300001,0.41300001,0.43000002,12733500.0
1997-02-03 09:15:00,0.41399999,0.429,0.38199999,0.41799998,3808300.0
1997-03-03 09:15:00,0.46900001,0.50599999,0.39000001,0.404,9634600.0
