date,open,high,low,close,volume
2021-03-01 09:15:00,73.949997,81.0,67.650002,68.099998,67174445.0
2021-04-01 09:15:00,68.599998,75.0,59.75,59.900002,45047851.0
2021-05-03 09:15:00,59.700001,72.699997,56.299999,66.800003,76656407.0
2021-06-01 09:15:00,67.0,89.75,67.0,78.25,98689455.0
2021-07-01 09:15:00,78.199997,79.599998,70.300003,70.949997,30656520.0
2021-08-02 09:15:00,72.150002,75.699997,61.0,67.099998,41723147.0
2021-09-01 09:15:00,67.400002,74.400002,64.5,72.900002,30040674.0
2021-10-01 09:15:00,72.800003,81.849998,70.199997,76.25,57036640.0
2021-11-01 09:15:00,76.300003,83.599998,64.449997,67.050003,35450036.0
2021-12-01 09:15:00,67.699997,72.550003,64.699997,68.449997,16180915.0
2022-01-03 09:15:00,68.75,75.900002,63.400002,66.550003,23709423.0
2022-02-01 09:15:00,67.25,71.5,55.650002,58.950001,23496188.0
2022-03-02 09:15:00,58.950001,64.0,57.700001,58.75,19694507.0
2022-04-01 09:15:00,59.700001,67.050003,59.150002,60.900002,15649615.0
2022-05-02 09:15:00,60.349998,67.699997,55.150002,60.150002,23170033.0
2022-06-01 09:15:00,60.200001,61.950001,55.049999,59.900002,6626649.0
2022-07-01 09:15:00,58.5,67.099998,58.049999,65.050003,19274428.0
2022-08-01 09:15:00,65.050003,84.199997,65.0,81.650002,84781775.0
2022-09-01 09:15:00,81.599998,101.4,80.0,96.300003,133479801.0
2022-10-03 09:15:00,96.900002,108.7,93.599998,102.5,153309415.0
2022-11-01 09:15:00,103.3,109.55,90.300003,105.9,85011172.0
2022-12-01 09:15:00,106.95,134.2,104.35,126.55,164888427.0
2023-01-02 09:15:00,126.6,127.7,103.05,117.95,70104600.0
2023-02-01 09:15:00,119.3,122.0,103.5,113.65,61825439.0
2023-03-01 09:15:00,114.3,124.6,105.0,105.35,136740839.0
2023-04-03 09:15:00,106.5,107.6,100.95,102.7,39687309.0
2023-05-02 09:15:00,103.65,111.4,102.75,105.65,53949682.0
2023-06-01 09:15:00,105.65,148.60001,104.9,147.05,194049561.0
2023-07-03 09:15:00,147.05,187.5,140.5,174.7,211377928.0
2023-08-01 09:15:00,175.7,261.0,162.64999,251.8,130718403.0
2023-09-01 09:15:00,255.95,261.89999,202.8,227.55,70726998.0
2023-10-03 09:15:00,228.0,309.75,221.64999,288.70001,94530068.0
2023-11-01 09:15:00,289.0,359.14999,286.14999,325.10001,73979432.0
2023-12-01 09:15:00,324.89999,362.0,311.04999,354.10001,46224136.0
2024-01-01 09:15:00,355.14999,395.0,343.0,350.20001,57592295.0
2024-02-01 09:15:00,358.5,409.70001,321.95001,396.85001,86681716.0
2024-03-01 09:15:00,398.60001,439.0,352.14999,427.79999,43135525.0
2024-04-01 09:15:00,437.95001,449.70001,396.79999,414.10001,37565763.0
2024-05-02 09:15:00,414.85001,420.0,377.04999,388.45001,26770221.0
2024-06-03 09:15:00,394.0,546.0,336.04999,501.14999,68179717.0
2024-07-01 09:15:00,504.25,633.59998,483.0,579.40002,60378157.0
2024-08-01 09:15:00,584.70001,624.95001,515.95001,615.20001,129110442.0
2024-09-02 09:15:00,617.45001,786.25,616.0,730.25,213141603.0
2024-10-01 09:15:00,731.1,773.0,650.6,657.15,144201118.0
2024-11-01 18:00:00,670.0,736.8,632.4,724.45,159139010.0
2024-12-02 09:15:00,722.5,784.45,701.0,766.25,94158994.0
2025-01-01 09:15:00,760.0,795.4,420.65,503.1,568076838.0
2025-02-01 09:15:00,502.0,594.0,452.55,462.25,363684008.0
2025-03-03 09:15:00,464.05,500.7,399.4,467.25,199334830.0
2025-04-01 09:15:00,467.5,545.4,443.05,516.55,157930342.0
2025-05-02 09:15:00,514.1,575.9,493.65,560.4,82134289.0
2025-06-02 09:15:00,560.95,567.2,502.35,555.85,72386158.0
2025-07-01 09:15:00,557.5,617.7,553.1,594.7,93535383.0
2025-08-01 09:15:00,594.0,616.0,492.95,504.15,143642312.0
2025-09-01 09:15:00,503.0,534.9,442.25,454.3,102220585.0
2025-10-01 09:15:00,457.7,520.0,455.45,509.7,65373909.0
2025-11-03 09:15:00,510.55,528.5,479.1,505.35,47761802.0
2025-12-01 09:15:00,507.8,516.0,459.05,485.35,39722734.0
2026-01-01 09:15:00,486.9,535.0,347.5,361.65,158861725.0
2026-02-01 09:15:00,365.45,445.0,351.5,410.1,193902168.0
2026-03-02 09:15:00,394.95,407.95,361.1,375.9,61660043.0
2026-04-01 09:15:00,385.6,452.6,374.6,412.75,108439248.0
2026-05-04 09:15:00,414.0,417.55,405.4,414.7,6714811.0
