date,open,high,low,close,volume
2016-10-03 09:15:00,272.10001,288.29999,271.20001,284.64999,14634477.0
2016-10-10 09:15:00,285.04999,287.39999,279.25,279.89999,3575134.0
2016-10-17 09:15:00,279.0,285.79999,271.0,285.14999,5632235.0
2016-10-24 09:15:00,285.5,300.5,280.0,291.54999,18343093.0
2016-11-01 09:15:00,292.0,301.20001,288.35001,298.5,9617402.0
2016-11-07 09:15:00,300.60001,305.0,272.45001,280.45001,9727111.0
2016-11-15 09:15:00,283.39999,283.45001,269.5,278.45001,5179119.0
2016-11-21 09:15:00,278.45001,284.45001,274.25,275.39999,5319440.0
2016-11-28 09:15:00,275.0,288.29999,274.75,283.95001,5589642.0
2016-12-05 09:15:00,284.29999,288.14999,277.20001,279.45001,4554403.0
2016-12-12 09:15:00,279.64999,282.39999,269.79999,271.14999,5102215.0
2016-12-19 09:15:00,272.35001,276.35001,261.5,262.04999,3817822.0
2016-12-26 09:15:00,260.75,279.70001,259.14999,278.14999,3483957.0
2017-01-02 09:15:00,278.0,280.5,272.89999,276.60001,4117160.0
2017-01-09 09:15:00,276.29999,284.0,273.0,281.64999,5075620.0
2017-01-16 09:15:00,281.10001,282.95001,274.0,275.89999,3766981.0
2017-01-23 09:15:00,275.25,284.0,274.20001,277.10001,4596301.0
2017-01-30 09:15:00,277.0,281.0,267.75,268.20001,7454537.0
2017-02-06 09:15:00,269.89999,271.75,263.60001,264.60001,4514047.0
2017-02-13 09:15:00,265.04999,271.39999,263.64999,265.85001,4321317.0
2017-02-20 09:15:00,266.0,274.79999,264.10001,269.54999,6554476.0
2017-02-27 09:15:00,270.0,278.95001,270.0,277.25,8024442.0
2017-03-06 09:15:00,277.5,279.29999,272.79999,273.39999,5407008.0
2017-03-14 09:15:00,275.39999,281.0,271.20001,278.10001,12540147.0
2017-03-20 09:15:00,280.0,286.39999,277.79999,281.29999,8129348.0
2017-03-27 09:15:00,280.95001,281.0,272.29999,277.35001,8906036.0
2017-04-03 09:15:00,277.54999,285.39999,277.20001,282.39999,4896037.0
2017-04-10 09:15:00,285.10001,291.0,283.39999,287.75,5704386.0
2017-04-17 09:15:00,288.0,295.79999,285.39999,291.25,4116230.0
2017-04-24 09:15:00,292.0,295.95001,285.54999,286.75,4683623.0
2017-05-02 09:15:00,285.0,288.5,270.0,272.60001,9204038.0
2017-05-08 09:15:00,273.0,284.79999,270.79999,279.85001,10178594.0
2017-05-15 09:15:00,279.85001,280.89999,271.29999,275.25,23723177.0
2017-05-22 09:15:00,278.79999,278.89999,265.0,269.75,11584403.0
2017-05-29 09:15:00,270.0,288.45001,269.79999,284.60001,14714537.0
2017-06-05 09:15:00,285.10001,287.14999,277.5,282.14999,3549273.0
2017-06-12 09:15:00,281.39999,295.0,278.75,288.89999,9245864.0
2017-06-19 09:15:00,288.95001,290.89999,284.70001,289.79999,5531976.0
2017-06-27 09:15:00,289.5,293.45001,282.5,292.10001,8047848.0
2017-07-03 09:15:00,291.89999,303.29999,291.39999,301.85001,9333781.0
2017-07-10 09:15:00,301.0,308.85001,301.0,304.10001,6382627.0
2017-07-17 09:15:00,304.10001,307.39999,296.60001,302.60001,5997471.0
2017-07-24 09:15:00,302.20001,313.60001,300.79999,310.5,5860434.0
2017-07-31 09:15:00,310.0,312.70001,297.20001,307.29999,8086385.0
2017-08-07 09:15:00,311.0,323.0,300.25,303.39999,5333602.0
2017-08-14 09:15:00,304.14999,311.85001,303.5,310.04999,2801486.0
2017-08-21 09:15:00,311.0,313.75,296.5,300.04999,3360257.0
2017-08-28 09:15:00,300.95001,316.70001,300.95001,313.45001,5674506.0
2017-09-04 09:15:00,313.70001,314.5,305.39999,306.85001,3986447.0
2017-09-11 09:15:00,309.29999,312.79999,305.35001,310.25,4455156.0
2017-09-18 09:15:00,310.5,318.5,303.5,304.70001,4770845.0
2017-09-25 09:15:00,304.5,316.0,298.70001,305.0,7587200.0
2017-10-03 09:15:00,310.5,320.70001,306.0,316.04999,3672420.0
2017-10-09 09:15:00,315.70001,328.29999,312.20001,321.95001,5837761.0
2017-10-16 09:15:00,324.89999,324.89999,315.0,318.54999,2099763.0
2017-10-23 09:15:00,317.75,326.70001,314.0,322.95001,4701521.0
2017-10-30 09:15:00,323.0,360.85001,318.0,340.39999,13313029.0
2017-11-06 09:15:00,341.0,350.0,336.04999,342.10001,4408585.0
2017-11-13 09:15:00,344.0,344.0,329.70001,336.5,4514090.0
2017-11-20 09:15:00,336.0,349.20001,334.70001,344.5,4250967.0
2017-11-27 09:15:00,344.64999,350.89999,336.39999,340.75,7736046.0
2017-12-04 09:15:00,344.39999,352.79999,338.89999,351.14999,4016226.0
2017-12-11 09:15:00,352.5,352.75,340.04999,342.25,3960611.0
2017-12-18 09:15:00,340.95001,356.25,325.0,353.54999,4952177.0
2017-12-26 09:15:00,354.95001,357.70001,343.39999,349.70001,5079857.0
2018-01-01 09:15:00,351.0,360.89999,346.45001,358.20001,4995504.0
2018-01-08 09:15:00,358.20001,362.35001,354.64999,358.14999,4183660.0
2018-01-15 09:15:00,360.29999,368.60001,352.0,363.79999,5658269.0
2018-01-22 09:15:00,365.14999,368.45001,352.0,353.75,4593187.0
2018-01-29 09:15:00,354.35001,362.0,340.20001,344.45001,10043487.0
2018-02-05 09:15:00,348.20001,349.0,326.0,340.54999,6262909.0
2018-02-12 09:15:00,344.85001,347.60001,339.0,342.75,2983195.0
2018-02-19 09:15:00,342.89999,345.0,324.60001,330.60001,7067807.0
2018-02-26 09:15:00,335.0,337.39999,323.64999,325.20001,4822072.0
2018-03-05 09:15:00,326.0,334.89999,318.89999,327.25,20280862.0
2018-03-12 09:15:00,330.04999,333.60001,320.45001,321.25,11107250.0
2018-03-19 09:15:00,321.54999,326.39999,311.95001,318.20001,9599625.0
2018-03-26 09:15:00,319.79999,334.60001,314.79999,328.39999,11745025.0
2018-04-02 09:15:00,329.0,344.0,326.20001,342.85001,5353608.0
2018-04-09 09:15:00,345.0,347.0,335.5,340.45001,4681435.0
2018-04-16 09:15:00,340.70001,362.0,339.70001,355.14999,7130476.0
2018-04-23 09:15:00,354.79999,368.89999,353.75,366.45001,5289912.0
2018-04-30 09:15:00,368.89999,383.0,367.0,370.35001,7522400.0
2018-05-07 09:15:00,370.35001,374.75,364.60001,366.45001,5135614.0
2018-05-14 09:15:00,368.60001,383.5,365.85001,374.54999,6651650.0
2018-05-21 09:15:00,376.85001,379.75,366.0,378.29999,7175271.0
2018-05-28 09:15:00,380.0,392.29999,375.25,386.75,10138710.0
2018-06-04 09:15:00,388.0,389.29999,375.29999,382.35001,7003157.0
2018-06-11 09:15:00,383.39999,390.04999,381.0,383.85001,6415954.0
2018-06-18 09:15:00,383.64999,389.79999,377.29999,385.14999,5501813.0
2018-06-25 09:15:00,385.0,396.39999,382.39999,391.45001,7188790.0
2018-07-02 09:15:00,391.45001,391.45001,369.39999,370.0,11747511.0
2018-07-09 09:15:00,371.20001,382.75,371.20001,376.10001,12034970.0
2018-07-16 09:15:00,375.0,381.89999,365.54999,373.0,11595368.0
2018-07-23 09:15:00,375.29999,387.79999,370.14999,386.0,9892297.0
2018-07-30 09:15:00,391.0,441.35001,384.20001,436.89999,39692224.0
2018-08-06 09:15:00,437.10001,446.75,434.10001,442.60001,13557450.0
2018-08-13 09:15:00,439.95001,459.0,438.39999,456.20001,9854209.0
2018-08-20 09:15:00,456.89999,489.35001,448.29999,475.10001,20703616.0
2018-08-27 09:15:00,475.20001,490.64999,475.04999,478.75,15243843.0
2018-09-03 09:15:00,481.04999,481.04999,443.70001,468.29999,17290239.0
2018-09-10 09:15:00,468.20001,469.89999,439.39999,468.25,15396357.0
2018-09-17 09:15:00,468.0,475.14999,430.14999,455.70001,12838153.0
2018-09-24 09:15:00,452.89999,457.5,416.54999,426.89999,14779792.0
