date,open,high,low,close,volume
2017-10-30 09:15:00,275.04999,284.89999,252.85001,253.10001,260801.0
2017-11-06 09:15:00,255.75,289.39999,241.0,289.39999,930002.0
2017-11-13 09:15:00,303.85001,308.89999,277.25,279.45001,898112.0
2017-11-20 09:15:00,280.0,283.0,262.0,269.60001,278091.0
2017-11-27 09:15:00,274.5,274.5,255.0,255.75,381844.0
2017-12-04 09:15:00,255.75,262.0,215.7,259.20001,298508.0
2017-12-11 09:15:00,271.0,283.35001,250.5,263.10001,630060.0
2017-12-18 09:15:00,268.0,275.0,255.0,270.04999,717269.0
2017-12-26 09:15:00,270.29999,276.0,267.0,269.54999,221176.0
2018-01-01 09:15:00,265.45001,300.0,263.85001,294.45001,697227.0
2018-01-08 09:15:00,299.89999,304.70001,269.10001,287.35001,1207691.0
2018-01-15 09:15:00,286.0,300.0,266.5,272.64999,214289.0
2018-01-22 09:15:00,281.0,284.39999,259.5,268.14999,542675.0
2018-01-29 09:15:00,265.25,275.0,245.0,263.45001,1444495.0
2018-02-05 09:15:00,262.95001,271.10001,245.0,270.20001,273508.0
2018-02-12 09:15:00,273.0,295.0,263.04999,270.54999,193480.0
2018-02-19 09:15:00,270.0,278.70001,261.79999,263.29999,359413.0
2018-02-26 09:15:00,268.5,268.5,257.0,263.04999,488078.0
2018-03-05 09:15:00,265.0,272.5,254.5,260.70001,222723.0
2018-03-12 09:15:00,269.0,269.0,246.14999,248.25,1254216.0
2018-03-19 09:15:00,248.05,255.0,232.5,234.25,123059.0
2018-03-26 09:15:00,241.75,241.75,220.2,222.39999,79160.0
2018-04-02 09:15:00,229.0,262.0,223.05,239.60001,1554031.0
2018-04-09 09:15:00,238.60001,243.85001,228.60001,232.75,182563.0
2018-04-16 09:15:00,228.0,245.0,225.0,234.45,1126325.0
2018-04-23 09:15:00,233.8,255.7,227.39999,237.25,1078422.0
2018-04-30 09:15:00,237.85001,243.0,226.2,229.64999,82271.0
2018-05-07 09:15:00,229.89999,234.10001,220.0,228.45,1038627.0
2018-05-14 09:15:00,237.95,237.95,220.7,225.14999,250941.0
2018-05-21 09:15:00,225.05,225.05,212.0,221.75,126573.0
2018-05-28 09:15:00,220.0,229.95,213.5,220.3,241096.0
2018-06-04 09:15:00,220.95,230.64999,215.0,223.05,94037.0
2018-06-11 09:15:00,223.64999,239.3,220.25,237.35001,114257.0
2018-06-18 09:15:00,233.10001,240.0,218.75,223.2,86810.0
2018-06-25 09:15:00,223.2,239.25,220.3,231.2,370344.0
2018-07-02 09:15:00,231.05,247.0,227.05,244.3,133347.0
2018-07-09 09:15:00,243.95,255.0,235.14999,236.14999,187177.0
2018-07-16 09:15:00,236.7,240.7,222.3,223.8,114351.0
2018-07-23 09:15:00,225.10001,253.75,224.64999,245.45,110159.0
